community_id,year,total_events,events_CC-PER,events_CC-ART,events_CS-ALL,events_TL-LIB-LOC,events_IC-CEN,events_CM-BOK-CHN,events_CM-BOK-IND,events_CC-ALT,events_TL-MUS,events_TL-LIB-MAJ,events_TL-EDU,events_CM-FNB
41,2010,1,0,0,0,0,0,0,0,1,0,0,0,0
41,2014,1,0,0,0,0,0,0,1,0,0,0,0,0
41,2018,1,0,1,0,0,0,0,0,0,0,0,0,0
41,2019,2,0,1,1,0,0,0,0,0,0,0,0,0
42,2005,3,0,0,1,0,0,0,0,0,1,0,1,0
42,2006,1,0,0,0,0,0,0,0,0,1,0,0,0
42,2007,1,0,0,0,0,0,0,0,0,0,1,0,0
42,2010,2,0,0,1,0,0,0,0,0,0,1,0,0
42,2011,8,0,0,1,0,0,1,1,0,1,4,0,0
42,2012,3,0,0,0,1,0,0,1,0,0,1,0,0
42,2014,1,1,0,0,0,0,0,0,0,0,0,0,0
42,2016,1,0,0,0,0,0,0,1,0,0,0,0,0
43,2005,1,0,0,0,0,0,0,0,0,1,0,0,0
43,2018,1,0,0,0,0,0,0,0,0,0,0,0,1
45,2015,1,0,0,0,0,0,0,0,0,0,1,0,0
45,2018,1,0,0,0,0,0,0,0,0,1,0,0,0
45,2019,1,0,0,0,0,0,0,0,0,1,0,0,0
46,2013,1,0,0,0,0,0,0,1,0,0,0,0,0
46,2019,1,0,0,1,0,0,0,0,0,0,0,0,0
47,2011,1,0,0,0,0,0,0,0,0,1,0,0,0
47,2019,3,0,0,0,0,0,0,2,0,0,1,0,0
2,2006,2,0,0,0,0,0,0,0,1,0,0,0,1
2,2008,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2009,1,0,0,1,0,0,0,0,0,0,0,0,0
2,2010,1,0,0,1,0,0,0,0,0,0,0,0,0
2,2011,2,0,0,0,0,0,1,1,0,0,0,0,0
2,2013,3,0,2,0,0,0,0,0,0,1,0,0,0
2,2014,4,0,1,1,2,0,0,0,0,0,0,0,0
2,2015,2,0,1,0,1,0,0,0,0,0,0,0,0
2,2016,4,0,2,1,1,0,0,0,0,0,0,0,0
2,2017,3,0,0,0,0,0,2,0,0,0,0,0,1
6,2000,1,0,0,0,0,0,0,0,1,0,0,0,0
6,2015,1,1,0,0,0,0,0,0,0,0,0,0,0
10,2011,1,0,0,0,0,0,1,0,0,0,0,0,0
10,2013,1,0,0,1,0,0,0,0,0,0,0,0,0
10,2015,2,0,1,0,0,0,0,1,0,0,0,0,0
10,2016,1,0,0,0,0,0,0,0,0,0,1,0,0
12,2011,3,0,1,1,0,0,0,0,1,0,0,0,0
12,2013,2,0,0,0,0,0,0,0,0,1,0,0,1
48,2012,5,0,0,0,0,0,0,0,0,0,0,0,5
48,2013,1,0,0,0,0,0,0,0,0,0,0,0,1
48,2014,1,0,0,0,0,0,0,0,0,0,0,0,1
18,2012,1,0,1,0,0,0,0,0,0,0,0,0,0
18,2014,1,0,0,0,0,0,0,0,0,0,0,0,1
25,2006,1,0,0,0,0,0,0,0,1,0,0,0,0
25,2013,1,0,0,0,0,0,0,0,0,0,0,1,0
27,2012,2,0,0,0,0,0,0,0,1,0,0,0,1
27,2013,3,0,0,0,0,0,0,1,1,0,0,0,1
