id,name,transliterated_name,viaf_id,wikidata_id
2297,С Гедройц,S  Hedroĭt͡s,,
2298,Томас Вольфарт,Tomas  Volʹfart,,
2299,Елена Типикина,Elena  Tipikina,'64168506788648493056',
2304,Злата Понировская,Zlata  Ponirovskai͡a,,
2305,Вика Привалова,Vika  Privalova,,
2306,Екатерина Соколова,Ekaterina  Sokolova,4510027,Q124752205
2307,Ростислав Амелин,Rostislav  Amelin,'15149912458106212352',
2308,Мария Полякова,Marii͡a  Poli͡akova,'112167864476722741248',Q240896
2309,Мария Вильковиская,Marii͡a  Vilʹkoviskai͡a,,
2310,Александр Пастернак,Aleksandr  Pasternak,68939171,
2311,Сергей Югов,Sergeĭ  I͡Ugov,,
2312,Лев Оборин,Lev  Oborin,171133793,Q21110862
2313,Антон Мишин,Anton  Mishin,,
2314,Алекс Гуторов,Aleks  Hutorov,,
2315,Арам Устянин,Aram  Usti͡anin,,
2316,Михаил Червяков,Mikhail  Chervi͡akov,'24158732950133051392',Q109494503
2317,Алена Агаджикова,Alena  Agadzhikova,,
2318,Ида Берьел,Ida  Berʹel,,
2319,Дарья Серенко,Darʹi͡a  Serenko,'2788152025923603398656',Q106511833
2320,Эдуард Лукоянов,Ėduard  Lukoi͡anov,'113148207838300340224',
2321,Руфия Дженрбекова,Rufii͡a  Dzhenrbekova,,
2323,Саша Алексеева,Sasha  Alekseeva,,
2324,Виталий Кальпиди,Vitaliĭ  Kalʹpidi,84221365,Q4210564
2325,Александра Цибуля,Aleksandra  T͡Sibuli͡a,'5724164423049120055296',Q21142262
2327,Егор Севастьянов,Egor  Sevastʹi͡anov,,
2328,Зарема Заудинова,Zarema  Zaudinova,,
2329,Софья Сно,Sofʹi͡a  Sno,,
2330,Андрей Сен-Сеньков,Andreĭ  Sen-Senʹkov,16819475,Q4416066
2331,Ирина Меркулова,Irina  Merkulova,,
2332,Валерия Алюскин,Valerii͡a  Ali͡uskin,,
2333,Анна Толкачев,Anna  Tolkachev,,
2334,Александр Шиляев,Aleksandr  Shili͡aev,,
2335,Никита Пирогов,Nikita  Pirogov,307267859,
2336,Сергей Гандлевский,Sergeĭ  Handlevskiĭ,315201504,Q4133237
2339,Анна Русс,Anna  Russ,'110151776798718017536',Q4400390
2340,Алексей Федичев,Alekseĭ  Fedichev,,
2341,Анатолий Багрицкий,Anatoliĭ  Bagrit͡skiĭ,,Q4074855
2343,Александр Петерсон,Aleksandr  Peterson,'11146285383315369984',
2345,Настя ,Nasti͡a  ,'40151594390805348352',Q61722637
2346,Сергей Мохов,Sergeĭ  Mokhov,'13147422893044881408',Q66498306
2347,Пётр Ладыженский,Pёtr  Ladyzhenskiĭ,304970558,Q12116893
2348,Василий Русаков,Vasiliĭ  Rusakov,'794154380945130258432',
2349,Александр Гиневский,Aleksandr  Hinevskiĭ,'426144647670258270208',
2360,Татьяна Баскакова,Tatʹi͡ana  Baskakova,91202290,Q4079016
2362,Татьяна Берцева,Tatʹi͡ana  Bert͡seva,,
2363,Юлий Андреев,I͡Uliĭ  Andreev,,
2366,Иван Толстой,Ivan  Tolstoĭ,163149055,Q4459941
2368,Дмитрий Прокофьев,Dmitriĭ  Prokofʹev,'1049172278360312643584',
2369,Илья Порхунов,Ilʹi͡a  Porkhunov,,
2370,Юрий Касянич,I͡Uriĭ  Kasi͡anich,'37151110764937060352',
2371,Игорь Савкин,Igorʹ  Savkin,250562227,
2373,Александр Смирнов,Aleksandr  Smirnov,'3354161274822647611392',
2374,Ярослава Захарова,I͡Aroslava  Zakharova,,
2375,Илья Данишевский,Ilʹi͡a  Danishevskiĭ,'33164476302725910528',
2376,Кузьма Коблов,Kuzʹma  Koblov,'27157098522172551168',
2377,Янис Синайко,I͡Anis  Sinaĭko,,
2378,Ян Выговский,I͡An  Vygovskiĭ,,
2379,Ксения Чарыева,Ksenii͡a  Charyeva,'30148570591224311808',
2380,Антон Тальский,Anton  Talʹskiĭ,,
2381,Наталья Федорова,Natalʹi͡a  Fedorova,'180147905064779087872',
2383,Селена Волконская,Selena  Volkonskai͡a,,
2384,Маша Данцис,Masha  Dant͡sis,,
2385,Антон Яхонтов,Anton  I͡Akhontov,,
2386,Анастасия Брюханова,Anastasii͡a  Bri͡ukhanova,,Q66368019
2387,Александр Вещев,Aleksandr  Veshchev,,
2388,Глеб Матюшин,Hleb  Mati͡ushin,,
2389,Андрей Бундин,Andreĭ  Bundin,,
2390,Григорий Данский,Hrigoriĭ  Danskiĭ,,
2395,Ирина Муравьева,Irina  Muravʹeva,79557515,
2396,Дмитрий Гусев,Dmitriĭ  Husev,'781144647704469569536',Q28497438
2397,Александр Танков,Aleksandr  Tankov,304605720,
2398,Антон ,Anton  ,'249162902740177780736',Q79639591
2399,Алина Паника,Alina  Panika,,
2400,Николай Локотьков,Nikolaĭ  Lokotʹkov,,
2402,Михаил Еремин,Mikhail  Eremin,1244481,
2406,Леонид Виноградов,Leonid  Vinogradov,'1728159478230027862016',Q4111777
2407,Семён Ватман,Semёn  Vatman,311265655,Q24010784
2408,Мирослав Немиров,Miroslav  Nemirov,17144389,Q4316938
2409,Гузель Немирова,Huzelʹ  Nemirova,,Q109414477
2410,Алексей Гринбаум,Alekseĭ  Hrinbaum,2779961,Q61778398
2411,Алексей Федяев,Alekseĭ  Fedi͡aev,,
2412,Светлана Адоньева,Svetlana  Adonʹeva,50291122,Q4057947
2413,Анна Макарова,Anna  Makarova,'9010148997618860032000',
2415,Антон Василич,Anton  Vasilich,,
2417,Зоя Белякова,Zoi͡a  Beli͡akova,,
2418,А Ник,A  Nik,84231154,
2419,Анастасия Пацей,Anastasii͡a  Pat͡seĭ,,
2420,Дмитрий Маслобоев,Dmitriĭ  Masloboev,,
2422,Настя Лед,Nasti͡a  Led,,
2423,Анна Таршис,Anna  Tarshis,72296076,
2424,Оксана Свойская,Oksana  Svoĭskai͡a,,
2425,Павел Луговской,Pavel  Lugovskoĭ,,
2426,Ксения Шульга,Ksenii͡a  Shulʹga,,
2427,Мария Дробинцева,Marii͡a  Drobint͡seva,,
2428,Илья Кукуй,Ilʹi͡a  Kukuĭ,102542875,Q24010350
2429,Борис Кудряков,Boris  Kudri͡akov,282988064,Q4244631
2430,Сергей Сигей,Sergeĭ  Sigeĭ,50130234,Q20741903
2432,Георгий Гурьянов,Heorgiĭ  Hurʹi͡anov,'5451151304664849317888',Q343456
2433,Андрей Хлобыстин,Andreĭ  Khlobystin,41181701,Q16488425
2439,Жан Пьер Рави,Zhan Pʹer Ravi,,
2440,Алексей Мунипов,Alekseĭ  Munipov,'3057157884807960592384',Q15074183
2441,Павел Заруцкий,Pavel  Zarut͡skiĭ,,Q4187673
2442,Владимир Фещенко,Vladimir  Feshchenko,83480106,Q18786168
2443,Олег Соколов,Oleg  Sokolov,41276469,Q3350295
2444,Владимир Кучерявкин,Vladimir  Kucheri͡avkin,38616713,
2445,Виктор Мазин,Viktor  Mazin,41751634,Q964509
2446,Людмила Алексеева,Li͡udmila  Alekseeva,45581580,Q293156
2447,Алексей Пичугин,Alekseĭ  Pichugin,267335003,Q4364028
2449,Сергей Пичугин,Sergeĭ  Pichugin,305062982,Q20641321
2451,Леонид Романков,Leonid  Romankov,1871382,Q1900820
2452,Егор Летов,Egor  Letov,24516145,Q363371
2453,Наталья Чумакова,Natalʹi͡a  Chumakova,'13153361364337393664',Q4518005
2454,Александр Мещеряков,Aleksandr  Meshcheri͡akov,40558918,
2455,Олег Колодник,Oleg  Kolodnik,,
2457,Беата Обертинская,Beata  Obertinskai͡a,,
2458,Алексей Вольский,Alekseĭ  Volʹskiĭ,'17152501036810680320',
2459,Агнешка Осецкая,Agneshka  Oset͡skai͡a,,
2460,Анатолий Нехай,Anatoliĭ  Nekhaĭ,165793889,
2461,Вацлав Обертинский,Vat͡slav  Obertinskiĭ,,
2463,Елена Куранда,Elena  Kuranda,,
2465,Ксения Тверьянович,Ksenii͡a  Tverʹi͡anovich,78577461,
2467,Леонид Большухин,Leonid  Bolʹshukhin,,
2469,Александр Соловьев,Aleksandr  Solovʹev,169624938,
2470,Валерий Вьюгин,Valeriĭ  Vʹi͡ugin,163783796,
2471,Николай Глазков,Nikolaĭ  Hlazkov,32795711,
2472,Сэнди Конрад,Sėndi  Konrad,,
2473,Николай Николаев,Nikolaĭ  Nikolaev,6283702,
2474,Серафим Павловский,Serafim  Pavlovskiĭ,,
2475,Н Морозов,N  Morozov,305033661,
2476,Борис Тайгин,Boris  Taĭgin,58297122,
2477,Олег Охапкин,Oleg  Okhapkin,57826808,Q4340359
2478,Аксель Кобокки,Akselʹ  Kobokki,,
2479,Надя Бокман,Nadi͡a  Bokman,,
2480,Григорий Зингер,Hrigoriĭ  Zinger,1324586,
2482,Евгений Шешолин,Evgeniĭ  Shesholin,14106013,
2483,Людмила Зубова,Li͡udmila  Zubova,39480404,Q16654536
2484,Ольга Соколова,Olʹga  Sokolova,'48153833253464334336',Q21148795
2486,Александр Карвовский,Aleksandr  Karvovskiĭ,,
2487,Александр Морев,Aleksandr  Morev,4787620,
2489,Борис Шифрин,Boris  Shifrin,'6746154260663424253952',Q4524596
2491,Алла Горбунова,Alla  Horbunova,96884723,Q4143728
2493,Андрей Толубеев,Andreĭ  Tolubeev,43723096,Q944215
2494,М Подпругин,M  Podprugin,,
2495,Алексей Грякалов,Alekseĭ  Hri͡akalov,162028293,Q95729942
2497,Алексей Мороз,Alekseĭ  Moroz,'616151002096230334464',Q4302911
2498,Денис Веселов,Denis  Veselov,,
2499,Ольга Хрусталева,Olʹga  Khrustaleva,313298340,
2501,Михаил Блазер,Mikhail  Blazer,,
2502,Валерий Артамонов,Valeriĭ  Artamonov,,
2503,Б Юханан,B  I͡Ukhanan,,
2506,Татьяна Новикова,Tatʹi͡ana  Novikova,28354999,Q28500213
2507,И Алейников,I  Aleĭnikov,,
2508,Линор Линза,Linor  Linza,305305861,Q16671414
2509,Юлий Гуголев,I͡Uliĭ  Hugolev,150860794,Q4151498
2511,Андрей Грицман,Andreĭ  Hrit͡sman,39289747,Q4149817
2512,Андрей ,Andreĭ  ,'5257151717066013671424',Q4065835
2514,Алексей Умнов,Alekseĭ  Umnov,,Q109469265
2515,Андрей Грунтовский,Andreĭ  Hruntovskiĭ,246462203,Q15685959
2516,Лев Шварц,Lev  Shvart͡s,107441746,
2518,Лидия Люблинская,Lidii͡a  Li͡ublinskai͡a,'110151302888748662784',
2519,Юрий Авербух,I͡Uriĭ  Averbukh,,
2520,Андрей Князев,Andreĭ  Kni͡azev,'4177168172576848478208',Q18145744
2521,Михаил Горшенев,Mikhail  Horshenev,'2024171710781306699776',
2524,Александр Кабанов,Aleksandr  Kabanov,'24144782951814508544',Q2337361
2525,Екатерина Рябова,Ekaterina  Ri͡abova,166250397,Q972840
2530,Евгений Каов,Evgeniĭ  Kaov,,
2531,Игорь Абакумов,Igorʹ  Abakumov,220533581,Q108051537
2532,Мария Самуйлова,Marii͡a  Samuĭlova,,
2533,Ойгения Медведь,Oĭgenii͡a  Medvedʹ,,
2534,Е Кудряшов,E  Kudri͡ashov,41747451,
2535,Андрей Кузьмин,Andreĭ  Kuzʹmin,170173465,Q445732
2536,Д Парамонов,D  Paramonov,103458227,
2537,Анастасия Изюмская,Anastasii͡a  Izi͡umskai͡a,,
2539,Дарья Симонова,Darʹi͡a  Simonova,36857311,
2540,Виталий Леоненко,Vitaliĭ  Leonenko,,
2542,Хлоя Горенко,Khloi͡a  Horenko,,
2543,Елизавета Шубина,Elizaveta  Shubina,,
2544,Яна Чабан,I͡Ana  Chaban,,Q4506556
2545,Александр Кердан,Aleksandr  Kerdan,49112049,Q4219530
2546,Ася Анистратенко,Asi͡a  Anistratenko,73799684,Q126969829
2548,Андрюс Якучюнас,Andri͡us  I͡Akuchi͡unas,,
2549,Марюс Бурокас,Mari͡us  Burokas,305090298,
2550,Витас Дякшнис,Vitas  Di͡akshnis,,
2551,Витаутас Станкус,Vitautas  Stankus,,
2552,Юрий Зверев,I͡Uriĭ  Zverev,,
2553,Эра Зиганшина,Ėra  Ziganshina,,Q4191758
2556,Артур Коньков,Artur  Konʹkov,,
2557,Антон Шанихин,Anton  Shanikhin,,
2558,Мария Кувшинова,Marii͡a  Kuvshinova,,Q19819657
2562,Юрий Сапрыкин,I͡Uriĭ  Saprykin,'618144782725586092032',Q3154175
2564,Лилия Земнухова,Lilii͡a  Zemnukhova,,
2565,Уоллес Даг,Uolles  Dag,,
2566,Дмитрий Кузовкин,Dmitriĭ  Kuzovkin,,
2567,Андрей Дмитриев,Andreĭ  Dmitriev,118529766,Q4162728
2569,Татьяна Кузовкина,Tatʹi͡ana  Kuzovkina,47965901,
2570,Виталий Севрюгин,Vitaliĭ  Sevri͡ugin,,
2571,Надежда Воронова,Nadezhda  Voronova,9760634,
2572,Михаил Балашов,Mikhail  Balashov,240592762,
2573,Лидия Григорьева,Lidii͡a  Hrigorʹeva,68845649,Q6707626
2575,Галина Карпушкина,Halina  Karpushkina,,
2576,Шиш Брянский,Shish  Bri͡anskiĭ,,
2578,Елена Якович,Elena  I͡Akovich,305829148,
2580,Алексей Шишов,Alekseĭ  Shishov,10265285,Q47454039
2581,Бронислава Волкова,Bronislava  Volkova,109465704,
2585,Сергей Шабуцкий,Sergeĭ  Shabut͡skiĭ,'7667165709987649421312',Q28500890
2586,Дарья Ивановская,Darʹi͡a  Ivanovskai͡a,'25168286757057269760',
2587,Геннадий Соболев,Hennadiĭ  Sobolev,'13146998377118941184',Q4425819
2588,Максим Кронгауз,Maksim  Krongauz,12214621,Q109493047
2591,Юрий Клавдиев,I͡Uriĭ  Klavdiev,303669125,Q4222765
2592,Татьяна Рахманова,Tatʹi͡ana  Rakhmanova,,
2593,Валерий Фокин,Valeriĭ  Fokin,48818398,Q4491327
2595,Валерий Траугот,Valeriĭ  Traugot,13437859,Q4462221
2596,Валерий Суриков,Valeriĭ  Surikov,,
2599,Георгий Траугот,Heorgiĭ  Traugot,215212282,
2601,Вера Янова,Vera  I͡Anova,304156316,Q4538157
2602,Георгий Мамонтов,Heorgiĭ  Mamontov,,
2603,Зинаида Битарова,Zinaida  Bitarova,118821858,Q4087275
2604,Туула Карьялайнен,Tuula  Karʹi͡alaĭnen,,
2605,Любовь Шалыгина,Li͡ubovʹ  Shalygina,,
2606,Елена Ревунова,Elena  Revunova,,
2607,Джонатан Платт,Dzhonatan  Platt,'121146331870618697728',
2608,Мария Фесенко,Marii͡a  Fesenko,,
2609,Мария Бикбулатова,Marii͡a  Bikbulatova,,
2610,Анастасия Карпета,Anastasii͡a  Karpeta,,
2611,Влад Гагин,Vlad  Hagin,'4170241951900091392',
2612,Влада Миловская,Vlada  Milovskai͡a,,
2613,Елена Фофанова,Elena  Fofanova,,
2614,Ирина Карасик,Irina  Karasik,13138006,Q4214199
2615,Лев Юдин,Lev  I͡Udin,309658654,
2616,Дмитрий Митрохин,Dmitriĭ  Mitrokhin,62348451,
2617,Олег Юдин,Oleg  I͡Udin,'132154380969630285824',Q4533803
2618,Борис Эндер,Boris  Ėnder,45103714,
2619,Константин Рождественский,Konstantin  Rozhdestvenskiĭ,77711225,
2621,Николай Суетин,Nikolaĭ  Suetin,20484388,
2623,Борис Кириков,Boris  Kirikov,29688145,Q4221291
2625,Николай Васильев,Nikolaĭ  Vasilʹev,78147493,
2627,Ирина Васьковская,Irina  Vasʹkovskai͡a,'188151352065652588544',Q56312018
2629,Вера Сердечная,Vera  Serdechnai͡a,,
2630,Светлана де-Роган-Оболенская-Левашова,Svetlana  de-Rogan-Obolenskai͡a-Levashova,,
2631,Влад Гриценко,Vlad  Hrit͡senko,,
2632,Светлана Бухтоярова,Svetlana  Bukhtoi͡arova,,
2633,Ольга Щербакова,Olʹga  Shcherbakova,,Q16721410
2636,Александр Троицкий,Aleksandr  Troit͡skiĭ,'105149542831400304640',
2637,Владимир Марамзин,Vladimir  Maramzin,35007708,Q4281068
2638,Владимир Уфлянд,Vladimir  Ufli͡and,93931510,Q4479145
2639,Яков Виньковецкий,I͡Akov  Vinʹkovet͡skiĭ,,
2640,Александр Городницкий,Aleksandr  Horodnit͡skiĭ,30344612,Q1805456
2641,Мария Левина,Marii͡a  Levina,311357580,
2642,Иван Белецкий,Ivan  Belet͡skiĭ,,Q53924228
2643,Алексей Константинов,Alekseĭ  Konstantinov,'8661165271994210451456',Q97314578
2644,Татьяна Лестева,Tatʹi͡ana  Lesteva,'6151170863539090432',
2645,Ацзамас Харебов,At͡szamas  Kharebov,,
2646,Сергей Поршняков,Sergeĭ  Porshni͡akov,,
2647,Юрий Прыгов,I͡Uriĭ  Prygov,,
2648,Андрей Краснобородько,Andreĭ  Krasnoborodʹko,,
2649,Андрей Данилов,Andreĭ  Danilov,'8302161453846864330752',
2650,Ирина Валуй,Irina  Valuĭ,,
2651,Николай Наливайко,Nikolaĭ  Nalivaĭko,,Q117225133
2652,Игорь Масленников,Igorʹ  Maslennikov,85058002,Q1273278
2656,Анджей Иконников,Andzheĭ  Ikonnikov,21772221,
2657,Александр Лапина,Aleksandr  Lapina,,
2659,Павел Кобяк,Pavel  Kobi͡ak,307450120,Q120269274
2660,Олег Фронтинский,Oleg  Frontinskiĭ,229403582,Q70252328
2661,Владимир Некрасов,Vladimir  Nekrasov,'36161935582139670528',
2664,Семён Левин,Semёn  Levin,65775022,Q4256471
2665,Геннадий Устюгов,Hennadiĭ  Usti͡ugov,74795124,Q4478697
2668,Владимир Яшке,Vladimir  I͡Ashke,41601098,Q27553575
2670,Анна Грузова,Anna  Hruzova,313511709,
2671,Наталья Шемет,Natalʹi͡a  Shemet,,
2672,Евгения Романова,Evgenii͡a  Romanova,33903869,
2673,Марина Сливко,Marina  Slivko,,
2674,Наталья Сляднева,Natalʹi͡a  Sli͡adneva,'7671154260711024099328',Q55104149
2675,Светлана Батракова,Svetlana  Batrakova,115670957,Q60695065
2676,Андрей Суротдинов,Andreĭ  Surotdinov,'3824162669683255279616',Q4446619
2677,Елена Каприана,Elena  Kapriana,,
2678,Мария Кантаретта,Marii͡a  Kantaretta,,
2679,Анастасия Котова,Anastasii͡a  Kotova,,
2680,Алина Кожевникова,Alina  Kozhevnikova,,
2681,Никита Васильев,Nikita  Vasilʹev,,
2682,Александр Старый,Aleksandr  Staryĭ,,
2683,Александр Осипов,Aleksandr  Osipov,48067136,Q60829953
2684,Магнер ,Magner  ,33313544,
2685,Назим Шихвердиев,Nazim  Shikhverdiev,,Q51670611
2686,Денис Кириллов,Denis  Kirillov,,Q124752094
2687,Сергей Балакирев,Sergeĭ  Balakirev,,
2688,Варвара Курто,Varvara  Kurto,,
2690,Алиса Денисова,Alisa  Denisova,,
2691,Алексей Станков,Alekseĭ  Stankov,,
2692,Оля Скорлупкина,Oli͡a  Skorlupkina,'26166233676796039168',
2695,Александр Кушнир,Aleksandr  Kushnir,162073310,Q4250268
2696,Илья Кормильцев,Ilʹi͡a  Kormilʹt͡sev,21913650,Q1122136
2697,Наталья Ветошникова,Natalʹi͡a  Vetoshnikova,,Q109494583
2700,Александр Нилин,Aleksandr  Nilin,311416430,Q21418899
2701,Николай Николаевич,Nikolaĭ  Nikolaevich,235562088,Q4163864
2702,Геннадий Орлов,Hennadiĭ  Orlov,,Q4336657
2706,Надежда Озерова,Nadezhda  Ozerova,,
2707,Татьяна Казанкина,Tatʹi͡ana  Kazankina,,Q230105
2712,Джамлет Хухашвили,Dzhamlet  Khukhashvili,,
2714,Тенгиз Пачкория,Tengiz  Pachkorii͡a,,
2715,Алексей Ефимов,Alekseĭ  Efimov,8304302,
2717,Михаил Бару,Mikhail  Baru,78371298,Q4078723
2724,Сергей Молян,Sergeĭ  Moli͡an,,
2725,Галина Соловьева,Halina  Solovʹeva,191436346,
2726,Марина Сигирджи,Marina  Sigirdzhi,'62154074379111743488',
2727,Наталья Кислицына,Natalʹi͡a  Kislit͡syna,,
2728,Игорь Петрушкин,Igorʹ  Petrushkin,309840057,
2729,Любовь Бурлакова,Li͡ubovʹ  Burlakova,,
2730,Лада Романова,Lada  Romanova,,
2731,Всеволод Емелин,Vsevolod  Emelin,56000094,Q4175372
2732,Борис Бьеркелунд,Boris  Bʹerkelund,,
2733,Дмитрий Ивашинцов,Dmitriĭ  Ivashint͡sov,'87144648473053478912',Q4197024
2736,Павел Нерлер,Pavel  Nerler,79146850,
2742,Андрей Сараев,Andreĭ  Saraev,,
2744,Алексей Бондарев,Alekseĭ  Bondarev,'498154381008230285312',Q4715755
2745,Амос Оз,Amos  Oz,39382165,Q151872
2746,Геннадий Карабинский,Hennadiĭ  Karabinskiĭ,307213987,
2749,Александр Лушин,Aleksandr  Lushin,,Q120281426
2750,Юрий Поляков,I͡Uriĭ  Poli͡akov,70598366,Q737922
2752,Куприянов ,Kuprii͡anov  ,77924638,
2753,Сергей Николаевич,Sergeĭ  Nikolaevich,43402220,Q4070931
2754,Эрлена Лурье,Ėrlena  Lurʹe,43847633,
2755,Елена Линдерборг,Elena  Linderborg,,
2756,Дмитрий Лисс,Dmitriĭ  Liss,74135140,Q1410928
2757,Александр Саша Окунь,Aleksandr Sasha Okunʹ,,
2759,Леонид Выскочков,Leonid  Vyskochkov,66692967,Q4129225
2762,Анатолий Найман,Anatoliĭ  Naĭman,98079600,Q4275572
2766,Майкл Найман,Maĭkl  Naĭman,29718990,Q313639
2769,А Чернеевский,A  Cherneevskiĭ,,
2770,Всеволод Гуревич,Vsevolod  Hurevich,306384070,
2771,Мария Андрианова,Marii͡a  Andrianova,'3418150264374105735168',Q4065933
2772,Мария Рольникайте,Marii͡a  Rolʹnikaĭte,107035141,Q1906804
2773,Александр Волков,Aleksandr  Volkov,113318056,Q4123254
2774,Галина Ануфриева,Halina  Anufrieva,,
2775,Татьяна Борисова,Tatʹi͡ana  Borisova,309821614,Q7688538
2776,Алексей Кручковский,Alekseĭ  Kruchkovskiĭ,,
2777,Вячеслав Крыжановский,Vi͡acheslav  Kryzhanovskiĭ,,
2778,Дмитрий Мизулин,Dmitriĭ  Mizulin,,
2779, Снайпер,  Snaĭper,'360144783028059111424',
2780,Дмитрий Силлов,Dmitriĭ  Sillov,305098814,Q4419271
2781,Линор Горалик,Linor  Horalik,23332751,Q4143467
2782,Виктор Скоробогатый,Viktor  Skorobogatyĭ,,
2783,Сергей Геворкян,Sergeĭ  Hevorki͡an,,
2784,Дмитрий Файнштейн,Dmitriĭ  Faĭnshteĭn,,
2785,Александр Строев,Aleksandr  Stroev,39491054,Q4444086
2786,Лиза Новикова,Liza  Novikova,,
2787,Владимир Гуг,Vladimir  Hug,,
2788,Артур Соломонов,Artur  Solomonov,305945495,Q84725436
2789,Никита Деньгин,Nikita  Denʹgin,,
2790,Аня Муратова,Ani͡a  Muratova,,
2792,Михаил Квадратов,Mikhail  Kvadratov,19501287,Q48942289
2793,Константин Лебедев,Konstantin  Lebedev,88129782,Q2273039
2794,Даниэль Орлов,Daniėlʹ  Orlov,'2439151778209518321664',Q24352477
2796,Ирина Рубанова,Irina  Rubanova,13798284,Q23656510
2797,Татьяна Риздвенко,Tatʹi͡ana  Rizdvenko,4851770,
2798,Всеволод Некрасов,Vsevolod  Nekrasov,66616104,Q4316574
2799,Сергей Лейбград,Sergeĭ  Leĭbgrad,31229723,Q4257383
2800,Александр Ожиганов,Aleksandr  Ozhiganov,56287938,Q4331864
2801,Алексей Колчев,Alekseĭ  Kolchev,,Q24295101
2802,Александр Макаров-Кротков,Aleksandr  Makarov-Krotkov,24191238,Q60831166
2803,Виталий Лехциер,Vitaliĭ  Lekht͡sier,12204043,Q27636809
2804,Виктор Коваль,Viktor  Kovalʹ,'951145857147222884352',Q48951979
2805,Андрей Чайкин,Andreĭ  Chaĭkin,,
2808,Ирина Шевченко,Irina  Shevchenko,,Q4978829
2809,Алена Маряшина,Alena  Mari͡ashina,,
2810,Света Лисакотя,Sveta  Lisakoti͡a,,
2811,Демьян Кудрявцев,Demʹi͡an  Kudri͡avt͡sev,263586476,Q4244589
2812,Влад Маленко,Vlad  Malenko,307448895,Q4277646
2813,Инга Шепелева,Inga  Shepeleva,,
2814,Савелий Гринберг,Saveliĭ  Hrinberg,163244824,Q4149583
2815,Алена Васильченко,Alena  Vasilʹchenko,'39165264852210188288',
2816,Артур Пунте,Artur  Punte,305060839,
2817,Надежда Васильева,Nadezhda  Vasilʹeva,'13162721272761092096',Q20066188
2819,Вадим Жуков,Vadim  Zhukov,'43145304375278567424',Q1400877
2820,Елена Фанайлова,Elena  Fanaĭlova,8526148,Q648577
2822,Юлия Селютина,I͡Ulii͡a  Seli͡utina,,
2826,Илья Леутин,Ilʹi͡a  Leutin,313500017,Q21104352
2827,Григорий Горин,Hrigoriĭ  Horin,23613951,Q1960014
2828,Никита Сморкалов,Nikita  Smorkalov,,
2829,Александр Бренер,Aleksandr  Brener,21720325,Q268482
2830,Дмитрий Ковалев,Dmitriĭ  Kovalev,,
2831,Любовь Мульменко,Li͡ubovʹ  Mulʹmenko,'41147662836660551680',Q4306942
2832,Денис Голощапов,Denis  Holoshchapov,,
2833,Юрий Соломко,I͡Uriĭ  Solomko,,
2834,Виктор Алферов,Viktor  Alferov,,
2835,Фёдор Сваровский,Fёdor  Svarovskiĭ,19463885,Q4409968
2836,Наталья Алфутова,Natalʹi͡a  Alfutova,,
2837,Владимир Волоцкий,Vladimir  Volot͡skiĭ,,
2838,Михаил Прокудин,Mikhail  Prokudin,'782144647700102774784',Q64438613
2839,Ольга Виноградова,Olʹga  Vinogradova,114130597,Q50420751
2840,Роберто Хуаррос,Roberto  Khuarros,,
2841,Анна Шмитько,Anna  Shmitʹko,,
2842,Николай Богомилов,Nikolaĭ  Bogomilov,,
2844,Михаил Занадворов,Mikhail  Zanadvorov,,
2845,Юрий Лейдерман,I͡Uriĭ  Leĭderman,299009080,Q1549992
2846,Глеб Алейников,Hleb  Aleĭnikov,31817711,Q29043456
2847,Фаина Гримберг,Faina  Hrimberg,51594725,Q4149533
2848,Лада Чижова,Lada  Chizhova,,
2849,Влада Баронец,Vlada  Baronet͡s,,
2852,София Старкина,Sofii͡a  Starkina,44595296,Q19721926
2854,Мария Инге-Вечтомова,Marii͡a  Inge-Vechtomova,,
2858,Елена Сочивко,Elena  Sochivko,,
2862,Марина Разбежкина,Marina  Razbezhkina,24430057,Q4388203
2863,Денис Вирен,Denis  Viren,315227599,
2864,Ян Матушинский,I͡An  Matushinskiĭ,,
2865,Ольга Федянина,Olʹga  Fedi͡anina,311689785,
2866,Алина Радзивилл,Alina  Radzivill,,
2867,Здзислав Бексинский,Zdzislav  Beksinskiĭ,,
2868,Мария Степанова,Marii͡a  Stepanova,'25164907643317850112',Q4441876
2869,Егор Сенников,Egor  Sennikov,'15163088670994542592',
2870,Станислав Зельвенский,Stanislav  Zelʹvenskiĭ,,Q4190515
2871,Александр Сокуров,Aleksandr  Sokurov,61771756,
2880,Николай Браун,Nikolaĭ  Braun,47671895,Q15064683
2881,Алексей Паперный,Alekseĭ  Papernyĭ,68576744,Q4344655
2882,Михаил Дурненков,Mikhail  Durnenkov,103812799,Q27988695
2883,Михаил Лучко,Mikhail  Luchko,,
2884,Игорь Милетский,Igorʹ  Miletskiĭ,,
2885,Александр Володин,Aleksandr  Volodin,422098,Q333048
2886,Дарина Одинцова,Darina  Odint͡sova,,
2887,Юлия Каландаришвили,I͡Ulii͡a  Kalandarishvili,,Q113412610
2888,Любовь Завадская,Li͡ubovʹ  Zavadskai͡a,,
2889,Полина Борискина,Polina  Boriskina,,
2890,Владимир Юров,Vladimir  I͡Urov,45553322,
2891,Любовь Ельцова,Li͡ubovʹ  Elʹt͡sova,,
2892,Алексей Житковский,Alekseĭ  Zhitkovskiĭ,,Q62712889
2893,Исмаил Иман,Ismail  Iman,'539162664254355013632',
