id,name,transliterated_name,viaf_id,wikidata_id
15742,Виктор Бондарев,Viktor  Bondarev,'19166001472975020032',Q4093124
15744,Илья Виноградов,Ilʹi͡a  Vinogradov,'315144647666035851264',Q109491264
15749,Вадим Смоленский,Vadim  Smolenskiĭ,26804434,Q21148945
15753,Антон Васильевич,Anton  Vasilʹevich,35887687,
15754,Валентина Назарова,Valentina  Nazarova,'1023155466464702103552',
15757,Катарина Фростенсон,Katarina  Frostenson,29589154,Q378276
15763,Валерий Мартьянова,Valeriĭ  Martʹi͡anova,,
15764,Нина Архипова,Nina  Arkhipova,315947392,Q4070798
15767,Андрей Марчук,Andreĭ  Marchuk,161096795,Q15072084
15768,Вадим Васильев,Vadim  Vasilʹev,'5263170592507110096896',
15769,Наталия Михайлюк,Natalii͡a  Mikhaĭli͡uk,,
15770,Георгий Урушадзе,Heorgiĭ  Urushadze,'48171184659147767808',Q25385025
15771,Фред Адра,Fred  Adra,316390993,Q4492544
15772,Стюарт Сандэрсон,Sti͡uart  Sandėrson,,
15773,Джен Хэдфилд,Dzhen  Khėdfild,,
15774,Кристина Дэ Люк,Kristina  Dė Li͡uk,,
15775,Дженнифер Уильямс,Dzhennifer  Uilʹi͡ams,,
15779,Аксель Кобокка,Akselʹ  Kobokka,,
15780,Дарья Белугина,Darʹi͡a  Belugina,,
15781, Очерки Неровным Почерком,  Ocherki Nerovnym Pocherkom,,
15782,Григорий Троянский,Hrigoriĭ  Troi͡anskiĭ,,
15783,Серёжа Долгополов,Serёzha  Dolgopolov,,
15784,Арсюша Семенычев,Arsi͡usha  Semenychev,,
15785,Таня Просто,Tani͡a  Prosto,,
15786,Ирина Асеева,Irina  Aseeva,,
15787,Владимир Омелин,Vladimir  Omelin,,
15788,К Аткинсон,K  Atkinson,1613651,
15789,Лоретта Оганезова,Loretta  Oganezova,'4158855723344141312',
15790,Андрей Свяцкий,Andreĭ  Svi͡at͡skiĭ,,
15791,Мирослав Култышев,Miroslav  Kultyshev,81244797,Q4246448
15795,Мария Тураева,Marii͡a  Turaeva,,
15796,Игорь Скударнов,Igorʹ  Skudarnov,,
15797,Роман Лелюх,Roman  Leli͡ukh,,
15798,Шарль Пеннекен,Sharlʹ  Penneken,,
15799,Андрей Самохоткин,Andreĭ  Samokhotkin,,
15800,Рахим Теляшов,Rakhim  Teli͡ashov,41777041,
15801,Алексей Чистяков,Alekseĭ  Chisti͡akov,,Q29647150
15802,Феликс Чуйков,Feliks  Chuĭkov,,
15803,Анна Белопольская,Anna  Belopolʹskai͡a,,
15806,Осхиль Юнсен,Oskhilʹ  I͡Unsen,,
15808,Даша Громова,Dasha  Hromova,,
15809,Алия Кайбалдиева,Alii͡a  Kaĭbaldieva,,
15810,Эркин Нахалбаев,Ėrkin  Nakhalbaev,,
15811,Яна Лосяш,I͡Ana  Losi͡ash,,
15812,Светлана Гаевская,Svetlana  Haevskai͡a,,
15818,Сержио Бенвенуто,Serzhio  Benvenuto,,
15820,Жак Перконт,Zhak  Perkont,,
15822,Александр Каминский,Aleksandr  Kaminskiĭ,'4865153289936832561152',
15823,Семён Казаков,Semёn  Kazakov,,
15824,Дмитрий Михеев,Dmitriĭ  Mikheev,,
15825,Всеволод Чугреев,Vsevolod  Chugreev,,
15826,Алехандро Ариэль Гонсалес,Alekhandro Ariėlʹ Honsales,,Q116921357
15828,Дагмар Леопольд,Dagmar  Leopolʹd,,
15831,Илья Киселев,Ilʹi͡a  Kiselev,306119231,
15834,Вадим Савченко,Vadim  Savchenko,,
15838,Барбара Вурм,Barbara  Vurm,,
15839,Барбара Вурма,Barbara  Vurma,,
15842,Ирина Зиновчик,Irina  Zinovchik,'413147965926984056832',
15843,Владимир Гутковский,Vladimir  Hutkovskiĭ,,
15844,Александра Снег,Aleksandra  Sneg,,
15845,Анфиса Юрьева,Anfisa  I͡Urʹeva,,
15846,Татьяна Шеина,Tatʹi͡ana  Sheina,,
15851,Евгений Дудник,Evgeniĭ  Dudnik,,
15853,Лаура Линдстедт,Laura  Lindstedt,61077983,Q16984625
15854,Марина Викторова,Marina  Viktorova,,
15855,Людмила Калягина,Li͡udmila  Kali͡agina,,Q4210650
15856,Михаил Озмитель,Mikhail  Ozmitelʹ,38966584,
15857,Андрей Мартынов,Andreĭ  Martynov,22328071,Q4282753
15858,Марина Намис,Marina  Namis,,
15859,Анастасия Ефремова,Anastasii͡a  Efremova,,
15860,Полина Орынянская,Polina  Oryni͡anskai͡a,'18162365671425460224',
15862,Вова Кмх,Vova  Kmkh,,
15866,Юрий Пантелеев,I͡Uriĭ  Panteleev,102459582,
15868,Раасна Ниитиага,Raasna  Niitiaga,,
15869,Александр Браво,Aleksandr  Bravo,'2513148037699688464384',
15870,Николай Изволов,Nikolaĭ  Izvolov,163303276,Q4198459
15873,Вячеслав Ладогин,Vi͡acheslav  Ladogin,250614916,
15874,Александр Щедрецов,Aleksandr  Shchedret͡sov,121691864,
15875,Жанна Бровина,Zhanna  Brovina,73813135,
15876,Серафим Лежнев,Serafim  Lezhnev,,
15878,Валерия Прокошин,Valerii͡a  Prokoshin,,
15879,Роман Злотников,Roman  Zlotnikov,58436897,Q4192491
15880,Ян Гржебейк,I͡An  Hrzhebeĭk,71220760,Q1681872
15881,Альфред Радок,Alʹfred  Radok,21204845,
15882,Эвальд Шорм,Ėvalʹd  Shorm,,
15883,Тарас Машталир,Taras  Mashtalir,,
15885,Алексей Иванович Алексеев,Alekseĭ Ivanovich Alekseev,305090958,Q109337412
15887,Ольга Романовская,Olʹga  Romanovskai͡a,'45151897178324074496',Q3350429
15888,Кира Стрельникова,Kira  Strelʹnikova,,
15894,Эмилия Галотти,Ėmilii͡a  Halotti,,
15895,Готхольд Эфраим,Hotkholʹd  Ėfraim,9849550,
15896,Яна Петросян,I͡Ana  Petrosi͡an,,
15899,Сергей Суворов,Sergeĭ  Suvorov,'666146284444415295488',
15900,Максим Ляпунов,Maksim  Li͡apunov,,
15901,Ольга Тарнопольский,Olʹga  Tarnopolʹskiĭ,,
15904,Джек-с-Фонарем ,Dzhek-s-Fonarem  ,,
15905,Дмитрий Блаженов,Dmitriĭ  Blazhenov,,
15906,Валентина Рыбаков,Valentina  Rybakov,,
15907,Алиса Манка,Alisa  Manka,,
15908,Татьяна Минасян,Tatʹi͡ana  Minasi͡an,,
15909,Павел Виноградов,Pavel  Vinogradov,'4158855917444143104',Q466075
15910,Ольга Бардышева,Olʹga  Bardysheva,,
15911,Вера Сергеева,Vera  Sergeeva,69339487,
15912,Николай Куковер,Nikolaĭ  Kukover,,
15913,Николай Тропников,Nikolaĭ  Tropnikov,,Q97275446
15914,Глеб Артхан,Hleb  Artkhan,,
15915,Екатерина Бубкина,Ekaterina  Bubkina,,
15916,Виталий Смирнов,Vitaliĭ  Smirnov,'813144647701393047552',Q4424623
15917,Илья Либман,Ilʹi͡a  Libman,'21150807304818860032',
15918,Роман Захаров,Roman  Zakharov,,
15919,Евгений Свердлов,Evgeniĭ  Sverdlov,'96144648412969631744',Q4410117
15920,Кирилл Титаев,Kirill  Titaev,'496148933466554302464',
15921,Кирилл Китаев,Kirill  Kitaev,,
15922,Евгений Шевченко,Evgeniĭ  Shevchenko,,Q17376080
15923,Евгений Пяткин,Evgeniĭ  Pi͡atkin,,
15924,В Тегза,V  Tegza,,
15925,Владимир Дорошенко,Vladimir  Doroshenko,,
15926,Олег Вареник,Oleg  Varenik,'4042169181065768861696',
15927,Олег Варенник,Oleg  Varennik,,
15928,Е Планина,E  Planina,,
15929,Елена Захарченко,Elena  Zakharchenko,26904756,
15930,Н Жигло,N  Zhiglo,,
15931,Светлана Ахмедова,Svetlana  Akhmedova,,
15932,Н Лындюк,N  Lyndi͡uk,,
15933,Вадим Хохряков,Vadim  Khokhri͡akov,,
15934,Сергей Ачильдиев,Sergeĭ  Achilʹdiev,,
15936,Курт Флаш,Kurt  Flash,'17159697771403313152',
15937,Татьяна Литвин,Tatʹi͡ana  Litvin,,
15938,Сергей Воронов,Sergeĭ  Voronov,'97151776772718018560',
15939,Анна Броновицкая,Anna  Bronovit͡skai͡a,44263845,Q85943176
15944,Вовка Кожекин,Vovka  Kozhekin,,
15948,Е Деготь,E  Degotʹ,33915503,
15949,Полина Слуцкая,Polina  Slut͡skai͡a,,
15950,Татьяна Тураева,Tatʹi͡ana  Turaeva,,
15951,Татьяна Покопцева,Tatʹi͡ana  Pokopt͡seva,,
15954,Игорь Поносов,Igorʹ  Ponosov,'194150323743609978880',Q4372017
15955,Екатерина Коновальчик,Ekaterina  Konovalʹchik,,
15956,Никита Цветов,Nikita  T͡Svetov,,
15957,Александр Мусс,Aleksandr  Muss,,
15958,Жан Симонов,Zhan  Simonov,,
15959,Инга Макарова,Inga  Makarova,,
15960,Кирилл Поцелуев,Kirill  Pot͡seluev,,
15961,Даниил Ураевский,Daniil  Uraevskiĭ,,
15962,Артем Синельников,Artem  Sinelʹnikov,,
15963,Гелла Каурум,Hella  Kaurum,,
15968,Григорий Голосов,Hrigoriĭ  Holosov,185821,Q15065445
15969,Владимир Гусев,Vladimir  Husev,'622144647668137197568',Q4152670
15970,Татьяна Кузнецова,Tatʹi͡ana  Kuznet͡sova,301862214,Q4994273
15971,Неля Ахмадуллина,Neli͡a  Akhmadullina,,
15972,Олеся Петрова,Olesi͡a  Petrova,187254890,
15973,Наталья Гудкова-Сарпова,Natalʹi͡a  Hudkova-Sarpova,,
15974,Татьяна Калинина,Tatʹi͡ana  Kalinina,29375296,Q4209519
15975,Ирина Эбелинг,Irina  Ėbeling,,
15976,Наталья Приезжева,Natalʹi͡a  Priezzheva,,
15978,Богумила Каневская,Bogumila  Kanevskai͡a,,
15979,Михал Янушкевич,Mikhal  I͡Anushkevich,,
15980,Александр Пахмутов,Aleksandr  Pakhmutov,46527661,
15981,Валерий Никитенко,Valeriĭ  Nikitenko,'18149912663206213632',Q4319693
15982,Александр Опарин,Aleksandr  Oparin,290918603,
15983,Альберт Асадуллин,Alʹbert  Asadullin,'5945154260660023984128',Q4071117
15986,Иван Беседин,Ivan  Besedin,,Q4085557
15987,Пётр Захаров,Pёtr  Zakharov,220678799,
15988,Юрий Семенов,I͡Uriĭ  Semenov,68486484,
15990,Дарья Кривонос,Darʹi͡a  Krivonos,,
15992,Георгий Портнов,Heorgiĭ  Portnov,3268802,Q4373271
15993,Виталий Псарев,Vitaliĭ  Psarev,,
15994,Сергей Касторский,Sergeĭ  Kastorskiĭ,209495591,Q4216896
15995,Наталья Раздолина,Natalʹi͡a  Razdolina,,
15996,Наталья Макерова,Natalʹi͡a  Makerova,56397752,
15997,Дариуш Суска,Dariush  Suska,,
16001,Александра Ольшевска,Aleksandra  Olʹshevska,,
16004,Збигнев Либера,Zbignev  Libera,2372399,Q8067743
16005,В Лукницкий,V  Luknit͡skiĭ,,
16006,Мария Луиза Спациани,Marii͡a Luiza Spat͡siani,89647380,Q2529303
16011,Юрий Богомолов,I͡Uriĭ  Bogomolov,233600298,Q4089631
16013,Катарина Султанова,Katarina  Sultanova,307451303,Q22918732
16017,А Горбова,A  Horbova,,
16018,Аполлинария Аврутина,Apollinarii͡a  Avrutina,,Q28495057
16020,Этгар Керет,Ėtgar  Keret,98877457,Q378882
16023,Вячеслав Огрызко,Vi͡acheslav  Ogryzko,54444069,Q4331260
16024,Е Краснова,E  Krasnova,69235049,
16026,Денис Хуснияров,Denis  Khusnii͡arov,,
16027,Илья Доронченков,Ilʹi͡a  Doronchenkov,'85163408625900093440',
16028,Катя Пицык,Kati͡a  Pit͡syk,'30150083714914938880',
16031,Анжела Фелич,Anzhela  Felich,,
16039,Карл Берд,Karl  Berd,'9146152970205250560',
16040,Валентин Черненко,Valentin  Chernenko,'368163332385002618880',
16044,Виктор Станилевский,Viktor  Stanilevskiĭ,,
16047,Блонди ,Blondi  ,,
16048,Георгий Begemot,Heorgiĭ  Begemot,,
16049,Амен Дедегкаев,Amen  Dedegkaev,,
16055,Энтони Марра,Ėntoni  Marra,,
16059,Мария Афанасьева,Marii͡a  Afanasʹeva,,
16062,Оксана Дадонова,Oksana  Dadonova,,
16064,Майя Эллиот,Maĭi͡a  Ėlliot,,
16069,Марина Шультайс,Marina  Shulʹtaĭs,,
16070,Наташа Полякова,Natasha  Poli͡akova,,
16073,Соня Авдюхина,Soni͡a  Avdi͡ukhina,,
16074,Марина Козинаки,Marina  Kozinaki,'48150030677310963712',
16076,Наталья Смолянская,Natalʹi͡a  Smoli͡anskai͡a,202201279,
16077,Ситсе Баккер,Sitse  Bakker,286638938,Q4075956
16078,Дэвид Алмонд,Dėvid  Almond,100114026,Q706856
16079,Ольга Варшавер,Olʹga  Varshaver,51238468,Q4104067
16087,Адам Поморски,Adam  Pomorski,101799105,Q4371751
16088,А Булыгин,A  Bulygin,50447583,
16089,Эдуарда Данилов,Ėduarda  Danilov,,
16091,Николай Колбасов,Nikolaĭ  Kolbasov,,
16092,Валерий Печейкин,Valeriĭ  Pecheĭkin,'90147663082260545536',Q4361985
16093,Татьяна Дашкевич,Tatʹi͡ana  Dashkevich,49181372,Q4155494
16094,Михаил Рыклин,Mikhail  Ryklin,14906737,Q1930292
16096,Александр Невзоров,Aleksandr  Nevzorov,5348057,Q1978790
16103,Ксения Гидранович,Ksenii͡a  Hidranovich,,
16104,Татьяна Ковша,Tatʹi͡ana  Kovsha,,
16109,Андре Лабан,Andre  Laban,9958711,
16111,Анастасия Сопикова,Anastasii͡a  Sopikova,'74171184528447766528',
16112,Анна Гулявцева,Anna  Huli͡avt͡seva,,
16113,Дарья Облинова,Darʹi͡a  Oblinova,,
16114,Анастасия Житинская,Anastasii͡a  Zhitinskai͡a,,
16115,Анастасия Бутина,Anastasii͡a  Butina,,
16119,Жанна Якушко,Zhanna  I͡Akushko,,
16120,Юлия Семенова,I͡Ulii͡a  Semenova,21459910,
16121,Татьяна Кульматова,Tatʹi͡ana  Kulʹmatova,,
16125,Айсен Дойду,Aĭsen  Doĭdu,,
16126,Саргы Куо,Sargy  Kuo,,
16127,Валентина Семенова,Valentina  Semenova,41157060,
16128,Прасковья Сивцева,Praskovʹi͡a  Sivt͡seva,,
16129,Иван Мигалкин,Ivan  Migalkin,68591051,
16130,Егор Старостин,Egor  Starostin,'18161209193639862272',
16132,Семён Ермолаев,Semёn  Ermolaev,,
16133,Егор Неймохов,Egor  Neĭmokhov,,Q4316422
16134,Анемподист Софронов,Anempodist  Sofronov,43377108,
16135,Елена Шумара,Elena  Shumara,'218162902528177766400',
16138,Надежда Щербакова,Nadezhda  Shcherbakova,,Q4528853
16140,А Садиков,A  Sadikov,75634716,Q115152818
16141,Руслан Лукьянов,Ruslan  Lukʹi͡anov,'22165392366121250816',
16143,Б Андерсон,B  Anderson,314909139,Q21526412
16146,Дмитрий Бациев,Dmitriĭ  Bat͡siev,,
16147,Адина Карасик,Adina  Karasik,,
16150,Алексей Грушецкий,Alekseĭ  Hrushet͡skiĭ,,
16151,Александр Хакимов,Aleksandr  Khakimov,'46155564070113001472',Q4506851
16153,Ю Андреева,I͡U  Andreeva,298104355,
16154,Карп Тузлов,Karp  Tuzlov,,
16157,Ирина Гайзингер,Irina  Haĭzinger,,
16158,Ольга Дернова,Olʹga  Dernova,,
16159,Елена Зевакина,Elena  Zevakina,,
16160,Ольга Данилова,Olʹga  Danilova,'49152380075901763584',Q123130206
16170,Марина Мараева,Marina  Maraeva,,
16172,Эрнест Серебреников,Ėrnest  Serebrenikov,,
16173,Валерий Асатиани,Valeriĭ  Asatiani,,
16175,Константин Махарадзе,Konstantin  Makharadze,'8574151778239618482176',Q2046801
16176,Мамука Кварацхелия,Mamuka  Kvarat͡skhelii͡a,,
16177,Кирилл Набутов,Kirill  Nabutov,'180164476398125907968',Q4311278
16178,Никита Симонянин,Nikita  Simoni͡anin,,
16179,Ильдар Галеев,Ilʹdar  Haleev,34182455,Q85821229
16181,Аскольд Тимофеенко,Askolʹd  Timofeenko,'29162299557820063744',
16184,Валерий Сировский,Valeriĭ  Sirovskiĭ,,
16189,Сергей Адамян,Sergeĭ  Adami͡an,,
16190,Мануэль Бонаора,Manuėlʹ  Bonaora,,
16191,Анна Лазар,Anna  Lazar,147331055,
16192,Кристина Янилане,Kristina  I͡Anilane,,
16193,Николай Хруст,Nikolaĭ  Khrust,,
16194,Владимир Горлинский,Vladimir  Horlinskiĭ,,
16196,Анна Гродецкая,Anna  Hrodet͡skai͡a,65815794,
16197,Эвелина Соловьева,Ėvelina  Solovʹeva,198575526,
16199,Костя Кройц,Kosti͡a  Kroĭt͡s,,
16201,Юлий Демиденко,I͡Uliĭ  Demidenko,,
16203,Жанна Владимирова,Zhanna  Vladimirova,,
16204,Александр Губарев,Aleksandr  Hubarev,'16146284263015329792',
16206,Наталья Пинежанинова,Natalʹi͡a  Pinezhaninova,,
16207,Денис Боевич,Denis  Boevich,,
16208,Павел Полян,Pavel  Poli͡an,222847424,Q2027067
16209,Марина Бойко,Marina  Boĭko,,
16210,Катя Дар,Kati͡a  Dar,,
16211,Марко Москер,Marko  Mosker,,
16212,Владимир Моисеев,Vladimir  Moiseev,38674255,Q4299716
16213,Ярослав Коваль,I͡Aroslav  Kovalʹ,63356657,
16214,Вера Ковальчук,Vera  Kovalʹchuk,,
16215,А Стивенс,A  Stivens,,
16216,М Хазин,M  Khazin,65418136,Q1968160
16217,М Платова,M  Platova,33618324,
16218,Оксана Акиньшина,Oksana  Akinʹshina,121961059,Q235008
16219,Л Шведова,L  Shvedova,'153153061290619207680',
16220,Виктор Кобзев,Viktor  Kobzev,7319550,Q4225132
16221,Ольга Залиева,Olʹga  Zalieva,250633707,
16222,Анна Рудник,Anna  Rudnik,88468472,
16224,Альбина Скородумова,Alʹbina  Skorodumova,58848132,
16229,Александр Репников,Aleksandr  Repnikov,39314194,Q4393443
16230,Федя Чупин,Fedi͡a  Chupin,,
16231,Александр Гупаленко,Aleksandr  Hupalenko,,
16232,Глеб Чащин,Hleb  Chashchin,,
16233,Павел Маликов,Pavel  Malikov,,
16234,Пётр Савон,Pёtr  Savon,,
16235,Ирина Михашина,Irina  Mikhashina,,
16236,Елена Романец,Elena  Romanet͡s,'25154074376011739136',
16237,Владимир Бабошин,Vladimir  Baboshin,,
16238,Лариса Ляпина,Larisa  Li͡apina,17110896,
16239,Илья Фирдман,Ilʹi͡a  Firdman,,
16240,Антон Командиров,Anton  Komandirov,,
16241,Дмитрий Александров,Dmitriĭ  Aleksandrov,60735351,
16242,Я Слинин,I͡A  Slinin,18141674,Q20021025
16245,М Демин,M  Demin,,
16246,А Верлинский,A  Verlinskiĭ,1181540,
16247,Е Лисанюк,E  Lisani͡uk,41269670,
16249,С Кочнев,S  Kochnev,14164718,
16253,Алексей Алексеенко,Alekseĭ  Alekseenko,,
16254,Виктория Рассветная,Viktorii͡a  Rassvetnai͡a,,
16255,Д Козуненко,D  Kozunenko,315109078,
16256,Мария Терехова,Marii͡a  Terekhova,,
16259,Маша Романова,Masha  Romanova,,
16260,Егор Бегемон,Egor  Begemon,,
16261,Григорий Белов,Hrigoriĭ  Belov,311741603,
16262,Александр Тоноф,Aleksandr  Tonof,,
16263,Алексей Гусельников,Alekseĭ  Huselʹnikov,,
16264,Таня Шаповалова,Tani͡a  Shapovalova,,
16266,Олесь Николаев,Olesʹ  Nikolaev,,
16268,Маргарита Тоскина,Margarita  Toskina,63613999,
16269,Наталья Патрушева,Natalʹi͡a  Patrusheva,58782917,
16270,Вера Ялышева,Vera  I͡Alysheva,,
16271,Бланден Кригель,Blanden  Krigelʹ,,
16274,Чжан Вэй,Chzhan  Vėĭ,,Q51670618
16283,Дарья Васильева,Darʹi͡a  Vasilʹeva,,Q27919034
16285,Надежда Тархова,Nadezhda  Tarkhova,39547424,
16286,Олег Трунов,Oleg  Trunov,171601600,
16287,Евгения Севбо,Evgenii͡a  Sevbo,,
16288,Дарья Лаврова,Darʹi͡a  Lavrova,307463568,
16290,Анатолий Берлин,Anatoliĭ  Berlin,,
16292,Роберт Менассе,Robert  Menasse,14830842,Q78772
16293,Татьяна Мамонова,Tatʹi͡ana  Mamonova,108786278,Q7688094
16294,Наталья Малаховская,Natalʹi͡a  Malakhovskai͡a,31244780,
16297,София Дымшиц,Sofii͡a  Dymshit͡s,,
16298,Мария Бомаш,Marii͡a  Bomash,,
16299,Валентина Федченко,Valentina  Fedchenko,315200709,
16300,Мария Грибкова,Marii͡a  Hribkova,,
16303,Анджей Метковский,Andzheĭ  Metkovskiĭ,,
16304,Сергей Пахомов,Sergeĭ  Pakhomov,315185842,Q4347372
16306,Наталья Власова,Natalʹi͡a  Vlasova,,
16307,Алексей Новоселов,Alekseĭ  Novoselov,,
16308,Оксана Родионова,Oksana  Rodionova,,
16311,Силуан Туманов,Siluan  Tumanov,,
16312,Владимир Вигилянский,Vladimir  Vigili͡anskiĭ,18632199,Q4110539
16313,Егор Дружинин,Egor  Druzhinin,,Q4168811
16315,Нина Холикова,Nina  Kholikova,,
16321,Ирина Богатырева,Irina  Bogatyreva,120540241,
16322,Ирина Батракова,Irina  Batrakova,,
16323,Е Линьков,E  Linʹkov,3998154,Q4262346
16324,Алексей Пестов,Alekseĭ  Pestov,,Q30880254
16325,Андрей Муравьев,Andreĭ  Muravʹev,,
16326,Любовь Венедиктова,Li͡ubovʹ  Venediktova,,
16327,Людмила Кучина,Li͡udmila  Kuchina,,
16328,В Малышев,V  Malyshev,'9155042679472401408',
16329,Лия Николаева,Lii͡a  Nikolaeva,,
16330,Татьяна Набатникова,Tatʹi͡ana  Nabatnikova,88179853,Q4311054
16331,Юлия Арешева,I͡Ulii͡a  Aresheva,'52158066742308429824',
16332,Наталья Якушина,Natalʹi͡a  I͡Akushina,,
16333,Рада Полищук,Rada  Polishchuk,82127675,Q55655475
16334,Валерия Нарбикова,Valerii͡a  Narbikova,22189368,Q3554209
16335,Сания Шавалиева,Sanii͡a  Shavalieva,,Q21133872
16336,Елизавета Разинкина,Elizaveta  Razinkina,,
16337,Екатерина Садура,Ekaterina  Sadura,,
16338,Мария Брегман,Marii͡a  Bregman,'245151776831918014464',Q112987786
16339,Юлия Шульц,I͡Ulii͡a  Shulʹt͡s,,
16340,Александра Воронкова,Aleksandra  Voronkova,,
16341,Ольга Самошина,Olʹga  Samoshina,316002641,Q107208657
16343,Мария Овсянникова,Marii͡a  Ovsi͡annikova,75511757,
16344,Иван Рябенко,Ivan  Ri͡abenko,,
16345,Антон Барышников,Anton  Baryshnikov,,Q109492488
16346,Павел Данилов,Pavel  Danilov,'27162781345165983744',
16350,Софья Юрко,Sofʹi͡a  I͡Urko,,
16351,Варвара Щербакова,Varvara  Shcherbakova,,
16352,Михаил Щетинин,Mikhail  Shchetinin,301869318,Q115474975
16353,Сергей Мосьпан,Sergeĭ  Mosʹpan,,
16355,Иван Комаров,Ivan  Komarov,48969157,
16356,Ирина Лебедева,Irina  Lebedeva,38337672,Q4255833
16357,Тимур Шарафутдин,Timur  Sharafutdin,,
16366,Н Филиппов,N  Filippov,305955590,
16372,Аким Хаас,Akim  Khaas,,
16374,Пётр Папасов,Pёtr  Papasov,,
16375,Андрей Доронин,Andreĭ  Doronin,23363969,
16376,Тьерри Мариньяк,Tʹerri  Marinʹi͡ak,66495760,Q2387945
16378,Вера Свешникова,Vera  Sveshnikova,,Q64761300
16379,Сергей Мигицко,Sergeĭ  Migit͡sko,'4176151433040056287232',Q4292735
16380,Александр Сыдорук,Aleksandr  Sydoruk,,
16381,Лиза Нилова,Liza  Nilova,,
16382,Михаил Тарабукин,Mikhail  Tarabukin,315190595,
16383,Андрей Носков,Andreĭ  Noskov,,
16384,Кристина Кузьмина,Kristina  Kuzʹmina,,Q4245387
16385,Лев Литинский,Lev  Litinskiĭ,,
16386,Левон Акопян,Levon  Akopi͡an,54307372,
16389,Сергей Жадан,Sergeĭ  Zhadan,20766407,Q458209
16390,Г Мартынов,H  Martynov,164623779,
16391,Елена Оболикшта,Elena  Obolikshta,,
16393,Сергей Чегра,Sergeĭ  Chegra,,
16394,Сэнди Ревизор,Sėndi  Revizor,,
16395,Виталий Зимаков,Vitaliĭ  Zimakov,,
16396,Алексей Воронович,Alekseĭ  Voronovich,,
16397,Владимир Якобсон,Vladimir  I͡Akobson,73228864,Q21857310
16401,Иван Дарумов,Ivan  Darumov,,
16402,Евгений Морозов,Evgeniĭ  Morozov,1311810,Q4302957
16403,Игорь Тишин,Igorʹ  Tishin,'6157825082354060288',Q18752083
16404,Марк Кирдань,Mark  Kirdanʹ,,
16405,Александр Командин,Aleksandr  Komandin,,
16407,Кирилл Акулиничев,Kirill  Akulinichev,,
16408,Екатерина Михатова,Ekaterina  Mikhatova,,
16409,Роман Саратовцев,Roman  Saratovt͡sev,,
16410,Дмитрий Бобков,Dmitriĭ  Bobkov,,
16415,Александр Романцов,Aleksandr  Romant͡sov,122333823,
16416,Елена Зейферт,Elena  Zeĭfert,100793193,Q4190210
16417,Ольга Балл,Olʹga  Ball,'51150746930416304128',Q62712734
16418,Илья Томашевич,Ilʹi͡a  Tomashevich,,
16420,Валерий Исмиев,Valeriĭ  Ismiev,,
16422,Дмитрий Ренанский,Dmitriĭ  Renanskiĭ,,
16423,Ольга Манулкина,Olʹga  Manulkina,172925423,Q19619174
16433,Виктор Скубей,Viktor  Skubeĭ,,
16437,Ринат Валлиулин,Rinat  Valliulin,,
16440,Александр Резник,Aleksandr  Reznik,'8942156991001161367552',
16441,Сергей Зенкин,Sergeĭ  Zenkin,317285433,Q4191419
16454,Александра Мисанова,Aleksandra  Misanova,,
16455,Виктор Заводчиков,Viktor  Zavodchikov,'353164419218420203520',
16456,А Чабан,A  Chaban,309836400,
16457,Сергей Русаков,Sergeĭ  Rusakov,'1267154381056630325248',
16458,Вадим Назаров,Vadim  Nazarov,36846180,Q4312145
16459,Сергей Хренов,Sergeĭ  Khrenov,,
16460,А Канн,A  Kann,90460803,
16461,Т Ойзерский,T  Oĭzerskiĭ,,
16462,Михаил Анищенко,Mikhail  Anishchenko,29471034,Q48644780
16463,Сергей Казаров,Sergeĭ  Kazarov,,
16464,Вадим Дзуцев,Vadim  Dzut͡sev,,
16475,Тарас Трепель,Taras  Trepelʹ,68742231,
16476,Полина Осетинская,Polina  Osetinskai͡a,76224059,Q60836577
16477,Анна Алексахина,Anna  Aleksakhina,'10162720931361091584',Q4061583
16478,Юрий Ущаповский,I͡Uriĭ  Ushchapovskiĭ,,
16479,Алексей Богорад,Alekseĭ  Bogorad,,
16480,Денис Жуков,Denis  Zhukov,317102059,
16481,Ира Зартайская,Ira  Zartaĭskai͡a,,
16482,Владимир Шилейко,Vladimir  Shileĭko,107021127,
16483,Лилиан Бассман,Lilian  Bassman,,
16484,Ник Теплов,Nik  Teplov,,
16485,Томаш Станько,Tomash  Stanʹko,,
16486,Игорь Бутман,Igorʹ  Butman,68545041,Q1657675
16489,Денис Кучеров,Denis  Kucherov,,
16490,Сергей Старостин,Sergeĭ  Starostin,84321979,Q705907
16495,Г Андреева,H  Andreeva,189016410,
16496,С Порохов,S  Porokhov,,
16497,Н Пидласко,N  Pidlasko,,
16498,В Плющиков,V  Pli͡ushchikov,28898793,Q84719136
16500,Улаф Буль,Ulaf  Bulʹ,,
16501,Е Евсеев,E  Evseev,55776737,
16502,Ксения Митрофанова,Ksenii͡a  Mitrofanova,,
16503,Михаил Рахлин,Mikhail  Rakhlin,,Q21644181
16505,Дмитрий Сопыряев,Dmitriĭ  Sopyri͡aev,,
16506,Александр Судаев,Aleksandr  Sudaev,,
16507,Кристофер Фанкхаузер,Kristofer  Fankkhauzer,,
16508,Альфия Мифтахутдинова,Alʹfii͡a  Miftakhutdinova,,
16509,Андрей Черных,Andreĭ  Chernykh,,
16510,Николай Солодников,Nikolaĭ  Solodnikov,'49152561628215443456',Q89544720
